Country,Country Code,Region,Date,Year,Number of MPs,Percent female MPs,Mean age,Median age,Percent MPs aged 30 or under,Percent MPs aged 35 or under,Percent MPs aged 40 or under,Percent MPs aged 41 to 60,Percent MPs aged 61 or over,Percent female MPs aged 30 or under,Percent female MPs aged 35 or under,Percent female MPs aged 40 or under,Percent female MPs aged 41 to 60,Percent female MPs aged 61 or over,Age Representation Index 30 or under (ARI 30),Age Representation Index 35 or under (ARI 35),Age Representation Index 40 or under (ARI 40),Age Representation Index 41 to 60 (ARI 41 to 60),Age Representation Index 61 or over (ARI 61 plus),Coverage MPs,Coverage Age,Coverage Gender
"Cyprus","CYP","Eastern Europe","2011-06-02","2011","56","10.8","51.4","52","0","3.3","10.9","76.6","12.5","0","3.1","0","83.3","16.7","0","0.11","0.29","2.08","0.62","116","98","100"
"Cyprus","CYP","Eastern Europe","2021-03-06","2021","56","14.3","49.4","49","1.8","8.9","23.2","66.1","10.7","0","12.5","25","62.5","12.5","0.06","0.22","0.44","2","0.76","100","100","100"
"Northern Cyprus","CYP","Eastern Europe","2013-08-12","2013","50","8","50.5","51.5","0","8","14","76","10","0","50","50","50","0","0","0.27","0.38","2.04","0.48","100","100","100"
"Cyprus","CYP","Eastern Europe","2016-06-02","2016","56","17.5","50.8","53","3.5","8.8","12.3","73.7","14","10","30","30","60","10","0.18","0.31","0.34","1.95","0.64","102","100","100"
"Czechia","CZE","Eastern Europe","1992-06-06","1992","200","9.2","43","44","10.4","22.2","37.2","61.7","1.2","6.3","22.2","18.8","81.3","0","0.6","0.95","1.2","1.66","0.05","174","100","100"
"Czechia","CZE","Eastern Europe","1996-06-01","1996","200","13.3","44.6","45","7.3","17.6","31.5","65.8","2.7","9.1","17.6","34.1","61.4","4.6","0.39","0.7","0.99","1.72","0.11","165","100","100"
"Czechia","CZE","Eastern Europe","1998-06-20","1998","200","15.8","45.6","46","5.3","17","24.3","71.7","4.1","5.1","17","23.1","74.4","2.6","0.28","0.66","0.76","1.85","0.17","124","100","100"
"Czechia","CZE","Eastern Europe","2002-06-15","2002","200","15.7","47.3","47","2.9","10.6","25.3","68.9","5.8","2.6","10.6","34.2","64.5","1.3","0.15","0.4","0.77","1.79","0.24","242","100","100"
"Czechia","CZE","Eastern Europe","2006-03-06","2006","200","18.4","48.1","48","4.4","7.2","18.7","74.1","7.2","6.3","7.2","16.5","81","2.5","0.25","0.28","0.57","1.91","0.29","215","100","100"
"Czechia","CZE","Eastern Europe","2010-05-29","2010","200","19.2","48.6","48","5.6","13.6","23.7","65.1","11.2","12.3","13.6","33.9","60","6.2","0.35","0.55","0.72","1.69","0.42","169","100","100"
"Czechia","CZE","Eastern Europe","2013-10-16","2013","200","20","49.8","50","2.2","9.3","20.9","63.6","15.6","6.7","13.3","26.7","57.8","15.6","0.15","0.41","0.66","1.64","0.54","113","100","100"
"Czechia","CZE","Eastern Europe","2021-10-09","2021","200","26","50.1","51","2","6","18.5","67","14.5","3.8","7.7","26.9","67.3","5.8","0.07","0.15","0.35","2.03","1.03","100","100","100"
"Denmark","DNK","Eastern Europe","1990-12-12","1990","179","33","47.6","47","3.9","10.3","16.8","72.3","11","6","10.3","18","76","6","0.21","0.4","0.51","2.02","0.43","100","87","99"
"Denmark","DNK","Eastern Europe","1994-09-21","1994","179","34.3","48.4","49","6","10.8","18.1","74.1","7.8","5.5","10.8","18.2","80","1.8","0.34","0.43","0.56","2.02","0.31","98","95","100"
"Denmark","DNK","Eastern Europe","1998-11-03","1998","179","37.7","49","51","6.6","13.9","20.5","71.7","7.8","7.9","13.9","25.4","69.8","4.8","0.41","0.57","0.65","1.86","0.3","98","95","100"
"Denmark","DNK","Eastern Europe","2001-11-20","2001","179","37.8","47.1","49","11.3","22.6","31.7","58.6","9.7","17.1","22.6","35.7","57.1","7.1","0.75","1","1.04","1.48","0.37","105","99","100"
"Denmark","DNK","Eastern Europe","2005-02-08","2005","179","36.5","46.9","48","10.7","20.9","35.2","49.7","14.1","12.5","20.9","43.8","42.2","14.1","0.77","1","1.27","1.23","0.51","99","99","100"
"Denmark","DNK","Eastern Europe","2007-11-13","2007","179","38.2","45.9","44","11.8","22","35.5","49.5","15.1","22.5","22","46.5","46.5","7","0.86","1.07","1.28","1.21","0.53","104","100","100"
"Denmark","DNK","Eastern Europe","2011-09-15","2011","179","39.4","43.9","42.5","11.7","28.7","41.5","50","8.5","17.6","28.7","54.1","39.2","6.8","0.82","1.41","1.52","1.25","0.29","105","100","100"
"Denmark","DNK","Eastern Europe","2015-06-20","2015","179","35.6","45.4","45","6.3","19.2","40.4","47.6","12","9.5","28.4","50","44.6","5.4","0.41","0.92","1.48","1.21","0.39","118","99","100"
"Denmark","DNK","Eastern Europe","2019-06-05","2019","179","40.3","47.2","47","6.7","16.7","28.9","57.2","13.9","9.6","24.7","39.7","54.8","5.5","0.23","0.4","0.55","1.73","0.98","101.1","99.4","101.1"
"Dominican Republic","DOM","South and Central America","2010-01-02","2010","183","20.5","44.1","37","12.5","37.5","62.5","25","12.5","0","0","0","100","0","0.58","1.3","1.76","0.76","0.69","104","4","100"
"Ecuador","ECU","South and Central America","2013-05-14","2013","137","39","45.9","45","11.4","22.9","40","40","20","20","40","60","40","0","0.54","0.79","1.12","1.23","1.03","107","24","100"
"Egypt","EGY","Middle East and North Africa","2016-01-10","2016","596","15","51.8","52","1.8","7.2","14.7","64.4","20.9","3.3","15.6","22.2","63.3","14.4","0.08","0.23","0.4","2.1","1.21","101","100","100"
"Estonia","EST","Eastern Europe","2011-03-27","2011","101","21.9","46.2","46","4.7","18.3","32.5","60.4","7.1","2.7","18.3","35.1","59.5","5.4","0.28","0.77","1.06","1.58","0.25","167","100","100"
"Estonia","EST","Eastern Europe","2015-03-30","2015","101","26.5","49","50","4.4","13.3","29.8","49.2","21","2.1","13.3","33.3","50","16.7","0.3","0.61","1.04","1.24","0.67","179","100","100"
"Estonia","EST","Eastern Europe","2019-04-04","2019","101","27.3","51","52","3","7.9","19.8","57.4","22.8","0","3.6","21.4","50","28.6","0.25","0.41","0.75","1.45","0.69","109","92","95"
"Falkland Islands","FLK","South and Central America","1989-01-02","1989","11","12.5","42.3","49","33.3","33.3","33.3","66.7","0","0","33.3","0","0","0","NA","NA","NA","NA","NA","73","38","100"
"Falkland Islands","FLK","South and Central America","1993-01-02","1993","11","37.5","43.7","40","0","0","66.7","33.3","0","0","0","100","0","0","NA","NA","NA","NA","NA","73","38","100"
"Falkland Islands","FLK","South and Central America","1997-01-02","1997","11","37.5","49.5","47","0","0","0","100","0","0","0","0","100","0","NA","NA","NA","NA","NA","73","75","100"
"Falkland Islands","FLK","South and Central America","2001-01-02","2001","11","25","54.5","54","0","0","0","75","25","0","0","0","100","0","NA","NA","NA","NA","NA","73","50","100"
"Falkland Islands","FLK","South and Central America","2005-01-02","2005","11","25","50.1","50","0","14.3","28.6","42.9","28.6","0","14.3","100","0","0","NA","NA","NA","NA","NA","73","88","100"
"Falkland Islands","FLK","South and Central America","2009-01-02","2009","11","37.5","54.3","55.5","0","0","12.5","50","37.5","0","0","33.3","33.3","33.3","NA","NA","NA","NA","NA","73","100","100"
"Falkland Islands","FLK","South and Central America","2013-11-07","2013","11","25","54.1","55","14.3","14.3","14.3","42.9","42.9","0","0","0","0","100","NA","NA","NA","NA","NA","73","88","100"
"Faroe Islands","FRO","Western Europe","1990-01-02","1990","33","9.4","49","49","0","6.3","18.8","71.9","9.4","0","6.3","33.3","66.7","0","NA","NA","NA","NA","NA","97","100","100"
"Faroe Islands","FRO","Western Europe","1994-01-02","1994","33","15.6","49","49","3.1","3.1","18.8","71.9","9.4","0","3.1","20","80","0","NA","NA","NA","NA","NA","97","100","100"
"Faroe Islands","FRO","Western Europe","1998-01-02","1998","33","12.5","47.9","50","6.3","12.5","18.8","78.1","3.1","25","12.5","25","75","0","NA","NA","NA","NA","NA","97","100","100"
"Faroe Islands","FRO","Western Europe","2002-01-02","2002","33","14.3","48.6","51","7.1","17.9","21.4","71.4","7.1","25","17.9","50","25","25","NA","NA","NA","NA","NA","85","100","100"
"Faroe Islands","FRO","Western Europe","2004-01-02","2004","33","9.4","49.8","51.5","3.1","9.4","21.9","68.8","9.4","0","9.4","33.3","33.3","33.3","NA","NA","NA","NA","NA","97","100","100"
"Faroe Islands","FRO","Western Europe","2008-01-19","2008","33","21.2","50.2","51","0","9.1","21.2","57.6","21.2","0","9.1","42.9","57.1","0","NA","NA","NA","NA","NA","100","100","100"
"Faroe Islands","FRO","Western Europe","2011-10-29","2011","33","30.3","48.4","47","4","3","21.2","66.7","12.1","0","3","30","70","0","NA","NA","NA","NA","NA","100","100","100"
"Faroe Islands","FRO","Western Europe","2015-09-01","2015","33","30.3","51.6","49","0","3","15.2","63.6","21.2","0","0","30","70","0","NA","NA","NA","NA","NA","100","100","100"
"Fiji","FJI","Pacific","2014-10-06","2014","50","14.8","65","65","0","0","0","0","100","0","0","0","0","100","0","0","0","0","5.22","108","4","100"
"Finland","FIN","Western Europe","1991-03-22","1991","200","35.1","43.5","44","5.2","10.3","28.9","70.1","1","14.7","10.3","41.2","58.8","0","0.31","0.42","0.89","1.86","0.04","49","100","100"
"Finland","FIN","Western Europe","1995-03-24","1995","200","33.8","45.8","47","4.5","13.6","21.4","77.9","0.7","13.5","13.6","42.3","57.7","0","0.29","0.6","0.7","2.02","0.03","77","100","100"
"Finland","FIN","Western Europe","1999-03-24","1999","200","36","47.7","50.5","6.1","14","26.2","69.6","4.2","13","14","49.4","50.7","0","0.41","0.64","0.9","1.73","0.16","107","100","100"
"Finland","FIN","Western Europe","2003-03-19","2003","200","38.3","48.3","51","4.7","12.6","26.6","65.9","7.5","8.5","12.6","46.3","47.6","6.1","0.31","0.6","0.95","1.61","0.28","107","100","100"
"Finland","FIN","Western Europe","2007-03-21","2007","200","39.9","48.9","49","1.4","12.7","23","63.4","13.6","1.2","12.7","37.7","54.1","8.2","0.09","0.6","0.84","1.55","0.48","107","100","100"
"Finland","FIN","Western Europe","2011-04-20","2011","200","42.3","48.6","48","5.1","14","25.1","60.9","14","4.4","14","34.1","58.2","7.7","0.34","0.66","0.92","1.51","0.46","108","100","100"
"Finland","FIN","Western Europe","2015-04-28","2015","200","42.9","48.2","49","7.3","16.6","30","55.3","14.8","7.5","17.2","35.5","60.2","4.3","0.5","0.78","1.09","1.45","0.45","109","100","100"
"Finland","FIN","Western Europe","2019-04-14","2019","200","46.5","47.3","47","4.7","15.2","31.9","54.5","13.6","4.4","16.7","35.6","56.7","7.8","0.07","0.28","0.45","1.62","1.22","101","95.5","100"
"France","FRA","Western Europe","2002-06-19","2002","577","13.4","53.6","54","0","1.7","7.7","73.1","19.1","1.2","1.7","7.1","82.4","10.6","0.03","0.07","0.25","1.98","0.72","110","100","100"
"France","FRA","Western Europe","2007-06-20","2007","577","19.8","54.9","56","0","2.5","5.6","65.4","29","0.8","2.5","7.8","72.7","19.5","0.02","0.11","0.19","1.7","1.05","112","100","100"
"France","FRA","Western Europe","2012-06-20","2012","577","27.2","54.1","55","0.8","3.9","11.8","57.2","31.1","1.7","3.9","15.3","60.2","24.4","0.05","0.19","0.43","1.45","1.04","112","100","100"
"France","FRA","Western Europe","2017-06-21","2017","577","41.6","49","49.5","5.3","13.9","23.5","61.6","14.9","3.4","11.8","23.2","60.3","16.5","0.18","0.34","0.45","1.88","1.06","98.8","98.8","98.8"
"French Polynesia","PYF","Pacific","2013-05-17","2013","57","52.5","53.1","51","0","0","13.3","53.3","33.3","0","0","20","60","20","0","0","0.38","1.46","1.81","104","25","100"
"Gabon","GAB","Sub-Saharan Africa","2012-02-27","2012","121","0.9","62.6","62.5","0","0","0","40","60","0","0","0","0","0","0","0","0","1.36","3.14","94","9","11"
"Gambia","GMB","Sub-Saharan Africa","2012-04-20","2012","58","0","49.2","49","4","4","20","72","8","0","0","0","0","0","0.17","0.13","0.56","2.61","0.44","91","47","0"
"Georgia","GEO","Eastern Europe","2012-10-21","2012","150","11.5","47.1","47.5","6.1","11","28.1","63.4","8.5","12.5","11","25","62.5","12.5","0.32","0.43","0.88","1.72","0.33","99","55","100"
"Georgia","GEO","Eastern Europe","2016-11-18","2016","150","6.7","45.9","44.5","1.3","17.3","36","55.3","8.7","0","10","30","60","10","0.08","0.7","1.15","1.45","0.31","100","100","35"
"Georgia","GEO","Eastern Europe","2020-11-21","2020","150","18.4","47.1","46","3.4","13.6","25.9","62.6","11.6","3.7","14.8","33.3","63","3.7","0.12","0.33","0.49","1.89","0.82","98","100","100"
"Germany","DEU","Western Europe","1949-09-07","1949","402","8","50.3","50","3","5","15","70","16","0","5","13","71","16","0.1","0.13","0.37","2.3","0.68","93","100","100"
"Germany","DEU","Western Europe","1953-10-06","1953","509","9","50.7","51","1","6","15","70","15","0","6","11","72","17","0.05","0.15","0.38","2.12","0.63","110","100","100"
"Germany","DEU","Western Europe","1957-10-15","1957","519","9","51.8","52","1","5","13","68","19","0","5","8","70","22","0.04","0.14","0.31","2.04","0.78","108","100","100"
"Germany","DEU","Western Europe","1961-10-17","1961","521","9","52","53","1","6","15","64","21","0","6","11","68","21","0.04","0.17","0.36","1.92","0.86","111","100","100"
"Germany","DEU","Western Europe","1965-10-19","1965","518","8","50.8","51","1","5","18","63","18","0","5","7","77","16","0.04","0.15","0.43","1.9","0.75","108","100","100"
"Germany","DEU","Western Europe","1969-10-20","1969","518","6","48.7","48","2","7","21","67","12","0","7","0","86","14","0.07","0.23","0.5","2.03","0.55","107","100","100"
"Germany","DEU","Western Europe","1972-12-13","1972","518","7","46.4","46","3","13","27","68","5","5","13","19","81","0","0.11","0.42","0.64","2.06","0.23","106","100","100"
"Germany","DEU","Western Europe","1976-12-14","1976","518","8","47","47","1","11","26","68","7","0","11","26","71","2","0.04","0.37","0.62","2.17","0.32","107","100","100"
"Germany","DEU","Western Europe","1980-11-04","1980","519","9","47.2","47","1","5","24","72","4","0","5","40","56","4","0.04","0.15","0.59","2.26","0.17","106","100","100"
"Germany","DEU","Western Europe","1983-03-29","1983","520","11","48.1","48","2","7","19","74","7","5","7","34","56","10","0.08","0.21","0.46","2.21","0.28","111","100","100"
"Germany","DEU","Western Europe","1987-02-18","1987","519","18","48.2","48","2","8","19","73","8","5","8","36","56","9","0.08","0.24","0.46","2.18","0.32","135","100","100"
"Germany","DEU","Western Europe","1990-12-20","1990","662","21","48.6","49","2","7","16","76","7","5","7","24","72","4","0.08","0.21","0.38","2.27","0.3","106","100","100"
"Germany","DEU","Western Europe","1994-11-10","1994","672","26","49.2","50","3","6","16","76","8","4","6","24","72","4","0.18","0.23","0.48","2.02","0.31","103","100","100"
"Germany","DEU","Western Europe","1998-10-26","1998","669","31","49.9","51","3","9","14","78","7","5","9","20","76","4","0.2","0.38","0.44","2.03","0.25","104","100","100"
"Germany","DEU","Western Europe","2002-10-17","2002","603","33","49.2","51","4","10","19","73","8","5","10","23","73","4","0.29","0.47","0.63","1.87","0.28","104","100","100"
"Germany","DEU","Western Europe","2005-10-18","2005","614","31","49.3","51","5","11","20","69","12","6","11","18","78","4","0.36","0.54","0.7","1.74","0.4","104","100","100"
"Germany","DEU","Western Europe","2009-10-27","2009","622","33","49.5","50","3","11","21","66","13","2","11","15","78","7","0.21","0.55","0.79","1.62","0.43","105","100","100"
"Germany","DEU","Western Europe","2013-10-22","2013","631","37","49.8","51","3","9","20","65","15","4","9","19","68","12","0.22","0.45","0.78","1.56","0.48","104","100","100"
"Germany","DEU","Western Europe","2017-10-24","2017","709","31","49.7","50","3","9","20","65","15","2","9","18","69","12","0.22","0.46","0.78","1.59","0.46","100","100","100"
"Germany","DEU","Western Europe","2021-09-26","2021","736","34.9","47.5","48","8.6","17","28.7","59.5","11.8","9.3","20.6","36.2","55.3","8.6","0.29","0.42","0.55","1.82","0.84","100","99.9","100"
"Ghana","GHA","Sub-Saharan Africa","2013-01-07","2013","275","11.2","50.3","51","1.1","5.9","15.9","71.2","13.3","0","5.9","19.4","64.5","16.1","0.05","0.21","0.46","2.44","0.7","101","98","100"
"Ghana","GHA","Sub-Saharan Africa","2017-01-07","2017","275","13.5","49.6","49","1.5","4.7","16.4","72","11.6","8.1","10.8","27","70.3","2.7","0.07","0.17","0.48","2.41","0.6","100","100","100"
"Ghana","GHA","Sub-Saharan Africa","2020-12-07","2020","275","14.5","49.3","49","0.7","4.4","14.5","73.8","11.6","2.5","10","17.5","75","7.5","0.02","0.11","0.28","2.25","0.83","100","100","100"
"Gibraltar","GIB","Western Europe","1969-01-02","1969","15","5.9","47","49","0","20","40","60","0","0","20","0","0","0","0","0.75","1.18","1.68","0","113","29","41"
"Gibraltar","GIB","Western Europe","1972-01-02","1972","15","0","45","43","0","28.6","42.9","42.9","14.3","0","28.6","0","0","0","0","1.08","1.27","1.2","0.61","113","41","47"
"Gibraltar","GIB","Western Europe","1976-01-02","1976","15","0","47.3","43.5","0","12.5","50","25","25","0","12.5","0","0","0","0","0.47","1.48","0.7","1.07","113","47","53"
"Gibraltar","GIB","Western Europe","1980-01-01","1979","15","0","49.3","46","0","0","33.3","50","16.7","0","0","0","0","0","0","0","0.99","1.4","0.71","113","47","53"
"Gibraltar","GIB","Western Europe","1984-01-02","1984","15","5.9","50.3","44.5","0","0","0","75","25","0","0","0","0","0","0","0","0","2.14","1.06","113","24","35"
"Gibraltar","GIB","Western Europe","1988-01-02","1988","15","5.9","48","48","0","0","0","100","0","0","0","0","0","0","0","0","0","2.75","0","113","18","35"
"Gibraltar","GIB","Western Europe","1992-01-02","1992","15","5.9","44.5","44.5","0","0","50","50","0","0","0","0","0","0","0","0","1.73","1.34","0","113","12","29"
"Gibraltar","GIB","Western Europe","1996-01-02","1996","15","5.6","38.8","34.5","50","50","75","25","0","0","50","0","0","0","2.97","2.29","2.71","0.66","0","120","22","50"
"Gibraltar","GIB","Western Europe","2000-02-23","2000","15","11.8","45.5","43.5","0","33.3","33.3","50","16.7","0","33.3","0","100","0","0","1.38","1.15","1.3","0.65","113","35","65"
"Gibraltar","GIB","Western Europe","2003-12-18","2003","15","11.8","49","47","0","14.3","28.6","42.9","28.6","0","14.3","0","100","0","0","0.56","0.92","1.18","1.18","113","41","76"
"Gibraltar","GIB","Western Europe","2007-11-08","2007","17","5.9","51.4","50.5","0","12.5","37.5","37.5","25","0","12.5","0","100","0","0","0.47","1.15","1.09","1.01","100","47","100"
"Gibraltar","GIB","Western Europe","2011-12-21","2011","17","12.5","61.6","63.5","0","0","12.5","37.5","50","0","0","0","0","0","0","0","0.37","1.12","1.9","141","33","88"
"Greece","GRC","Eastern Europe","1977-11-20","1977","300","1.8","54.3","53","3.2","11.1","19.1","50.8","30.2","16.7","11.1","16.7","66.7","16.7","0.18","0.45","0.61","1.36","1.13","110","38","40"
"Greece","GRC","Eastern Europe","1981-10-18","1981","300","1.9","51.8","50","4.1","13","24.4","49.6","26","16.7","13","16.7","50","33.3","0.23","0.53","0.78","1.33","0.97","105","39","41"
"Greece","GRC","Eastern Europe","1985-06-02","1985","300","3.7","54.1","53","0.7","5.3","15.9","54.3","29.8","0","5.3","7.7","61.5","30.8","0.04","0.21","0.51","1.45","1.12","119","42","44"
"Greece","GRC","Eastern Europe","1989-11-05","1989","300","5.1","51.8","50","1.5","9.6","20.6","59.6","19.9","0","9.6","25","50","25","0.08","0.39","0.66","1.59","0.74","105","43","48"
"Greece","GRC","Eastern Europe","1989-06-18","1989","300","3.3","53.1","51","0.8","7.1","18.9","60.6","20.5","0","7.1","20","50","30","0.04","0.29","0.6","1.62","0.77","101","42","47"
"Greece","GRC","Eastern Europe","1990-04-08","1990","300","3.5","53.4","51","0","6.7","20","56.4","23.6","0","6.7","38.5","46.2","15.4","0","0.27","0.64","1.51","0.88","124","44","50"
"Greece","GRC","Eastern Europe","1993-10-10","1993","300","4","54","50","1.4","4.3","14.9","58.9","26.2","0","4.3","9.1","72.7","18.2","0.08","0.17","0.47","1.6","0.97","110","43","49"
"Greece","GRC","Eastern Europe","1996-09-22","1996","300","4.7","51.1","49","0","2.9","13.6","69.3","17.1","0","2.9","21.4","64.3","14.3","0","0.11","0.42","1.91","0.62","115","41","51"
"Greece","GRC","Eastern Europe","2000-04-09","2000","300","9.6","52.1","50.5","0","7.1","14.7","62.9","22.4","0","7.1","26.9","65.4","7.7","0","0.28","0.45","1.76","0.8","121","47","60"
"Greece","GRC","Eastern Europe","2004-03-07","2004","300","11","52.9","51","0.6","3.5","13.5","68.2","18.2","4.2","3.5","20.8","66.7","12.5","0.03","0.14","0.42","1.9","0.65","112","51","71"
"Greece","GRC","Eastern Europe","2007-09-16","2007","300","13.7","51.2","51","2.2","4.9","12","73.9","14.1","3.3","4.9","13.3","73.3","13.3","0.14","0.21","0.38","2.02","0.49","107","57","86"
"Greece","GRC","Eastern Europe","2009-10-04","2009","300","19.4","51.4","52","0.8","5","11.3","73.3","15.4","2.1","5","14.6","75","10.4","0.05","0.22","0.37","1.96","0.52","146","55","100"
"Greece","GRC","Eastern Europe","2012-06-17","2012","300","21.2","52.2","53","1.7","7","14.6","67.3","18.1","3.3","7","28.3","61.7","10","0.12","0.33","0.51","1.75","0.59","130","73","100"
"Greece","GRC","Eastern Europe","2012-05-06","2012","300","18.7","52.4","53","0","5.9","15.3","66","18.7","2.6","5.9","30.8","53.9","15.4","0.04","0.28","0.53","1.72","0.61","100","68","100"
"Greece","GRC","Eastern Europe","2015-09-20","2015","300","18.8","53.2","54","2.3","7.8","13.9","57.9","28.5","1.6","6.6","18","59","23","0.17","0.4","0.52","1.46","0.88","110","94","100"
"Greece","GRC","Eastern Europe","2015-01-25","2015","300","23.7","52.9","54","1.7","9.3","14.7","58.6","27.1","1.4","9.3","19.7","62","18.3","0.13","0.47","0.55","1.48","0.84","110","89","100"
"Greece","GRC","Eastern Europe","2019-07-07","2019","300","20.3","53.6","54","0.4","5.8","13.5","60","26.5","2.1","14.6","25","50","25","0.01","0.14","0.26","1.82","1.88","100","86.7","99.7"
"Greenland","GRL","Western Europe","1979-04-04","1979","140","0","37.7","39","0","33.3","66.7","33.3","0","0","33.3","0","0","0","0","0.94","1.54","1.04","0","15","14","71"
"Greenland","GRL","Western Europe","1983-04-12","1983","140","0","38.3","36.5","0","25","75","25","0","0","25","0","0","0","0","0.89","1.98","0.7","0","19","15","59"
"Greenland","GRL","Western Europe","1984-06-06","1984","140","8","38.8","37.5","0","25","75","25","0","0","25","100","0","0","0","0.8","1.88","0.74","0","18","16","64"
"Greenland","GRL","Western Europe","1987-05-26","1987","140","6.9","40.7","40.5","0","16.7","50","50","0","0","16.7","100","0","0","0","0.47","1.16","1.57","0","21","21","72"
"Greenland","GRL","Western Europe","1991-03-05","1991","140","11.1","44.3","44.5","0","16.7","16.7","83.3","0","0","16.7","0","100","0","0","0.48","0.39","2.57","0","19","22","81"
"Greenland","GRL","Western Europe","1995-03-04","1995","140","14.7","43.2","42","8.3","8.3","41.7","58.3","0","0","8.3","0","100","0","0.44","0.28","1.06","1.7","0","24","35","88"
"Greenland","GRL","Western Europe","1999-02-16","1999","140","19.4","48.1","46","0","7.1","7.1","78.6","14.3","0","7.1","0","100","0","0","0.28","0.2","2.12","0.81","22","45","100"
"Greenland","GRL","Western Europe","2012-03-02","2012","140","35.5","48.1","48.5","10","10","15","70","15","14.3","10","14.3","85.7","0","0.66","0.43","0.44","1.79","0.84","NA","NA","NA"
"Greenland","GRL","Western Europe","2005-11-15","2005","140","43.8","47.7","51","9.5","14.3","28.6","61.9","9.5","25","14.3","37.5","62.5","0","0.59","0.64","0.9","1.51","0.53","23","66","100"
"Greenland","GRL","Western Europe","2009-06-02","2009","140","38.5","47.2","49.5","10","20","30","60","10","12.5","20","37.5","50","12.5","0.57","0.85","1.02","1.4","0.54","28","51","100"
"Greenland","GRL","Western Europe","2013-03-12","2013","140","36.4","50.2","52","5.9","23.5","29.4","41.2","29.4","12.5","23.5","37.5","37.5","25","0.31","0.94","0.97","0.98","1.5","24","52","100"
"Greenland","GRL","Western Europe","2014-11-28","2014","140","34.6","45.7","43","15","20","40","40","20","25","25","62.5","25","12.5","0.78","0.79","1.3","0.96","1","NA","NA","NA"
"Guam","GUM","Pacific","2009-02-16","2009","15","26.7","51","50.5","0","0","0","100","0","0","0","0","100","0","0","0","0","2.66","0","100","40","100"
"Guam","GUM","Pacific","2011-02-21","2011","15","40","61","61","0","0","0","50","50","0","0","0","0","100","0","0","0","1.33","2.48","100","13","100"
"Guam","GUM","Pacific","2013-01-11","2013","15","20","51.3","54.5","0","25","25","25","50","0","25","0","0","100","0","1.03","0.82","0.66","2.4","100","27","100"
"Guam","GUM","Pacific","2015-02-16","2015","15","26.7","55.8","61.5","0","25","25","25","50","0","0","0","0","100","0","1.02","0.82","0.66","2.31","100","27","100"
"United States of America","USA","North America","2020-11-03","2020","435","27.8","57.4","58","0.2","2.8","7.1","46.7","46","0","5","10.7","49.6","39.6","0.02","0.09","0.14","1.18","1.62","100","100","100"
"Guatemala","GTM","South and Central America","2019-06-16","2019","160","19.4","46.4","47","8.1","20","33.1","54.4","11.9","16.1","29","54.8","41.9","3.2","0.28","0.49","0.63","1.66","0.85","100","100","100"
"Guernsey","GGY","Western Europe","2012-01-02","2012","45","10.2","51.5","48","0","0","0","75","25","0","0","0","0","0","0","0","0","1.82","0.86","109","8","92"
"Guernsey","GGY","Western Europe","2016-04-27","2016","45","7.3","51","52","0","0","0","100","0","0","0","0","0","0","0","0","0","2.47","0","91","7","44"
"Guyana","GUY","South and Central America","2015-06-10","2015","65","31.3","59.8","60","0","0","0","50","50","0","0","0","0","100","0","0","0","1.46","2.75","98","6","88"
"Haiti","HTI","South and Central America","2011-05-14","2011","119","0","41.7","41","0","0","33.3","66.7","0","0","0","0","0","0","0","0","0.93","2.29","0","83","3","3"
"Honduras","HND","South and Central America","2014-01-21","2014","128","25.2","56.8","62.5","0","25","35","0","75","0","0","0","0","0","0","0.85","0.7","0","4","NA","NA","NA"
"Hong Kong","HKG","Asia","2012-10-01","2012","70","15.5","54.5","56","0","7","12.7","57.8","29.6","0","7","9.1","72.7","18.2","0","0.3","0.41","1.33","1.26","101","100","100"
"Hong Kong","HKG","Asia","2016-10-01","2016","70","17.3","49.4","50","5.3","13.3","30.7","46.7","22.7","7.7","7.7","30.8","53.9","15.4","0.37","0.62","1.06","1.06","0.85","107","100","100"
"Hungary","HUN","Eastern Europe","2014-05-10","2014","199","9.9","47.6","48","2","12.4","31.7","58.4","9.9","10","12.4","45","45","10","0.13","0.58","1.05","1.5","0.33","102","100","100"
"Hungary","HUN","Eastern Europe","2018-05-08","2018","199","11.8","50.8","52","0.5","5.3","19.7","63.8","16.5","0","13","21.7","60.9","17.4","0.04","0.26","0.71","1.59","0.52","102","93","93"
"Iceland","ISL","Western Europe","1995-04-08","1995","63","25.4","48","48","2","8","18","76","6","0","8","20","80","0","0.11","0.3","0.52","2.28","0.26","100","79","100"
"Iceland","ISL","Western Europe","1999-05-08","1999","63","34.8","49.2","49","0","7.6","11.3","83","5.7","0","7.6","18.8","81.3","0","0","0.3","0.34","2.34","0.24","110","77","100"
"Iceland","ISL","Western Europe","2003-05-26","2003","63","33.8","53.3","50","6.9","12.1","25.9","63.8","10.3","5.9","12.1","17.7","70.6","11.8","0.39","0.49","0.81","1.74","0.45","113","82","100"
"Iceland","ISL","Western Europe","2007-06-13","2007","63","24.9","49.5","51.5","3","10.6","22.7","62.1","15.2","0","10.6","21.7","73.9","4.4","0.17","0.42","0.71","1.65","0.66","105","100","100"
"Iceland","ISL","Western Europe","2009-05-15","2009","63","41.5","47.5","47","3.1","9.2","24.6","63.1","12.3","0","9.2","25.9","66.7","7.4","0.17","0.37","0.77","1.68","0.53","103","100","100"
