Country,Country Code,Region,Date,Year,Number of MPs,Percent female MPs,Mean age,Median age,Percent MPs aged 30 or under,Percent MPs aged 35 or under,Percent MPs aged 40 or under,Percent MPs aged 41 to 60,Percent MPs aged 61 or over,Percent female MPs aged 30 or under,Percent female MPs aged 35 or under,Percent female MPs aged 40 or under,Percent female MPs aged 41 to 60,Percent female MPs aged 61 or over,Age Representation Index 30 or under (ARI 30),Age Representation Index 35 or under (ARI 35),Age Representation Index 40 or under (ARI 40),Age Representation Index 41 to 60 (ARI 41 to 60),Age Representation Index 61 or over (ARI 61 plus),Coverage MPs,Coverage Age,Coverage Gender
"Spain","ESP","Western Europe","2019-11-10","2019","350","43.7","48","48","4.7","11.3","22.4","66.6","11","5.3","13.9","25.2","66.2","8.6","0.16","0.28","0.43","2.02","0.78","99.7","98.3","99.7"
"Suriname","SUR","South and Central America","2020-05-25","2020","51","29.4","46.3","46.5","9.4","21.9","40.6","46.9","12.5","0","37.5","37.5","62.5","0","0.32","0.53","0.77","1.42","0.88","100","62.7","100"
"Syria","SYR","Middle East and North Africa","2016-04-13","2016","250","11.6","52.3","54","2","6.4","13.6","66","20.4","6.9","10.3","27.6","69","3.4","0.07","0.16","0.26","2.00","1.45","100","100","100"
"Taiwan","TWN","Asia","2020-01-11","2020","113","41.6","53.3","54","0.9","1.8","8.8","67.3","23.9","2.1","2.1","6.4","76.6","17","0.03","0.04","0.17","2.04","1.69","100","100","100"
"Tanzania","TZA","Sub-Saharan Africa","2020-10-28","2020","393","35.9","46.8","46","5.6","14.2","28.4","61.3","10.3","10.6","22","37.1","54.5","8.3","0.19","0.35","0.55","1.89","0.74","99.5","91.1","99.5"
"Thailand","THA","Asia","2019-03-24","2019","500","15.2","53.3","55","2.5","9.1","17.6","52.4","30","03.9","19.7","35.5","50","14.5","0.09","0.22","0.34","1.60","2.14","97","97","97"
"Tonga","TON","Pacific","2017-11-16","2017","26","10.7","53.3","55","0","10.5","10.5","57.9","31.6","0","100","100","0","0","0","0.26","0.2","1.75","2.23","107.7","73.1","10.7"
"Tuvalu","TUV","Pacific","2019-09-09","2019","16","6.3","54.6","57","0","14.3","14.3","42.9","42.9","0","0","0","100","0","NA","NA","NA","NA","NA","100","43.8","100"
"Uganda","UGA","Sub-Saharan Africa","2021-01-14","2021","529","33.8","48.9","48","2.6","9.9","19.7","65.7","14.6","2.2","10.8","21.5","67.7","10.8","0.09","0.24","0.38","2.02","1.05","100.2","44","100.2"
"Ukraine","UKR","Eastern Europe","2019-04-21","2019","450","21.1","42","41","10.9","26.4","48.3","47.8","3.9","14.1","38.8","62.4","37.6","0","0.37","0.64","0.92","1.45","0.28","99.1","86","99.1"
"United Kingdom","GBR","Western Europe","2019-12-12","2019","650","33.5","49.6","50","3.8","11.6","22.8","59.5","17.7","6","13.8","25.2","60.6","14.2","0.13","0.28","0.44","1.82","1.26","100","99.8","100"
"Uruguay","URY","South and Central America","2019-10-27","2019","99","26.3","50.2","51","2.9","11.4","28.6","48.6","22.9","0","10","30","50","20","0.1","0.28","0.54","1.47","1.61","100","35.4","100"
"Uzbekistan","UZB","Asia","2019-12-22","2019","150","33.6","45.2","45","7","17.5","30.1","65","4.9","4.2","8.3","14.6","79.2","6.3","0.24","0.43","0.57","1.98","0.35","95.3","95.3","95.3"
"Vanuatu","VUT","Pacific","2004-07-06","2004","52","3.8","46.8","46","0","4","16","80","4","0","0","100","0","0","0","0.1","0.3","2.42","0.28","100","48.1","100"
"Vanuatu","VUT","Pacific","2008-09-02","2008","52","0","49.2","49.5","0","3.3","13.3","83.3","3.3","0","0","0","0","0","0","0.08","0.25","2.52","0.24","100","57.7","100"
"Vanuatu","VUT","Pacific","2020-03-20","2020","52","0","50.1","51","0","6.7","16.7","70","13.3","0","0","0","0","0","0","0.16","0.32","2.12","0.94","98.1","57.7","98.1"
"Vietnam","VNM","Asia","2016-05-22","2016","496","27","49.6","51","1.8","6.5","14.9","79.4","5.6","4.5","16.4","35.1","62.7","2.2","0.06","0.16","0.29","2.45","0.41","100","100","100"
"Vietnam","VNM","Asia","2021-05-23","2021","499","30.5","50.4","51","1.4","2.6","9","83","8","3.9","5.9","19.7","78.9","1.3","0.05","0.06","0.17","2.56","0.58","100","100","100"
"Zambia","ZMB","Sub-Saharan Africa","2021-08-12","2021","167","14.2","49.3","48","0.7","5.4","15.4","73.8","10.7","0","4.5","18.2","63.6","18.2","0.02","0.13","0.29","2.25","0.76","100.6","89.2","100.6"
"Zimbabwe","ZWE","Sub-Saharan Africa","2018-07-30","2018","270","27.6","50.6","51.5","1.6","4.8","19.4","66.1","14.5","6.3","12.5","12.5","75","12.5","0.06","0.12","0.37","2.01","1.03","75.2","23","75.2"
"Wales","","Western Europe","2021-05-06","2021","60","43.3","52.9","53","3.8","9.6","11.5","55.8","32.7","0","8.7","8.7","52.17","39.13","NA","NA","NA","NA","NA","100","86.7","100"
"Israel","ISR","Middle East and North Africa","2022-11-01","2022","120","24.2","52.5","51.0","0.8","2.5","11.7","60.8","27.5","0","0","13.8","82.8","3.4","0.03","0.06","0.22","1.84","1.95","100","100","100"
"Sweden","SWE","Western Europe","2022-09-11","2022","349","47.3","46.7","47","6.9","20.3","30.9","59","10","3.6","20.6","30.3","59.4","10.3","0.49","0.62","0.59","1.43","0.34","100","100","100"
"Wales","","Western Europe","2016-05-05","2016","60","41.7","51.9","49.5","0","3.6","14.3","64.3","21.4","0","5","10","60","30","NA","NA","NA","NA","NA","100","93.3","100"
"Wales","","Western Europe","2011-05-05","2011","60","41.7","51.1","52.5","1.8","7.1","17.9","60.7","21.4","5","7","23","50","27","NA","NA","NA","NA","NA","100","93","100"
"Scotland","","Western Europe","2016-05-05","2016","129","34.9","49.2","49","3.2","12.9","24.2","60.5","15.3","3","8","16","63","21","NA","NA","NA","NA","NA","100","96.1","100"
"Scotland","","Western Europe","2011-05-05","2011","129","34.9","50.6","52","4.7","10.2","17.2","64.1","18.8","4.4","11.1","15.6","64.4","20","NA","NA","NA","NA","NA","100","99.3","100"
"Rwanda","RWA","Sub-Saharan Africa","2013-09-18","2013","80","61.3","47.4","46","1.3","11.3","23.8","63.8","7.5","2.1","10.4","31.3","66.7","2.1","0.04","0.27","0.45","1.93","0.53","97.5","95","97.5"
"Rwanda","RWA","Sub-Saharan Africa","2008-09-18","2008","80","54.3","44.9","45","7.8","13.7","35.3","58.8","5.9","9.4","18.8","40.6","56.3","3.1","0.26","0.33","0.67","1.78","0.41","101.3","63.8","101.3"
"Northern Ireland","","Western Europe","2017-03-02","2017","90","36.7","46.7","46","15.2","21.5","30.4","55.7","13.9","11","25","43","57","0","NA","NA","NA","NA","NA","100","87.8","100"
"Northern Ireland","","Western Europe","2016-05-05","2016","108","27.8","49.2","49","9.3","16.7","24.1","54.6","21.3","13.3","20","36.7","63.3","0","NA","NA","NA","NA","NA","100","100","100"
"Northern Cyprus","CYP","Eastern Europe","2018-01-07","2018","50","18","50.5","51","0","2","14.3","71.4","14.3","0","0","33.3","66.7","0","0","0.05","0.27","2.16","1.01","100","98","100"
"Cuba","CUB","South and Central America","2018-03-18","2018","605","51.4","49.2","50","5.4","11.6","16.8","74.7","8.5","6.8","12.2","17","79.1","3.5","0.18","0.28","0.32","2.26","0.6","100","95.4","96.2"
"Madagascar","MDG","Sub-Saharan Africa","2019-05-27","2019","151","19","46.4","47","4.2","10.6","26.8","68.3","4.9","4.2","12.5","25","62.5","12.5","0.14","0.26","0.51","2.08","0.35","101.3","94","101.3"
"Mauritius","MUS","Sub-Saharan Africa","2019-11-07","2019","70","20","54","51","6.7","6.7","13.3","53.3","33.3","33.3","33.3","66.7","33.3","0","0.23","0.16","0.25","1.61","2.35","100","21.4","100"
"Nagorno-Karabakh","","Asia","2020-03-31","2020","33","21.2","46.7","46","0","9.1","30.3","60.6","9.1","0","0","28.6","57.1","14.3","NA","NA","NA","NA","NA","100","100","100"
"Nicaragua","NIC","South and Central America","2016-11-06","2016","91","46.2","56.7","58.5","0","1.9","7.7","53.8","38.5","0","4","8","56","36","0","0.05","0.15","1.63","2.72","100","57.1","100"
"Nicaragua","NIC","South and Central America","2021-11-07","2021","91","51.6","59.2","63","0","0","7.3","31.7","61","0","0","12.5","29.2","58.3","0","0","0.14","0.96","4.31","100","45.1","100"
"Paraguay","PRY","South and Central America","2013-04-21","2013","80","15","45.4","43","4.1","12.2","28.6","65.3","6.1","0","14.3","14.3","71.4","14.3","0.14","0.3","0.54","1.98","0.43","100","61.3","100"
"Paraguay","PRY","South and Central America","2018-04-22","2018","80","18.8","45.5","44","1.5","16.4","32.8","64.2","3","0","11.1","33.3","66.7","0","0.05","0.4","0.62","1.94","0.21","100","83.8","100"
"Saint Vincent and the Grenadines","VCT","South and Central America","2010-12-13","2010","23","8.7","50.7","51.5","10","10","30","40","30","0","0","0","0","100","0.34","0.24","0.57","1.21","2.12","91.3","43.5","91.2"
"Saint Vincent and the Grenadines","VCT","South and Central America","2015-12-09","2015","23","8.7","60.2","62.5","0","0","0","50","50","0","0","0","0","0","0","0","0","1.51","3.53","91.3","26.1","91.3"
"Saint Vincent and the Grenadines","VCT","South and Central America","2020-11-05","2020","23","17.4","55.2","53","0","7.7","15.4","46.2","38.5","0","0","0","100","0","0","0.19","0.29","1.39","2.72","100","56.5","100"
"Saudi Arabia","SAU","Middle East and North Africa","2020-10-20","2020","150","15.8","54.9","56","0","0","7.9","59.6","32.6","0","0","100","0","0","0","0","0.15","1.81","2.32","101.3","59.3","101.3"
"Sierra Leone","SLE","Sub-Saharan Africa","2018-03-07","2018","146","12.8","47.2","45.5","1.96","7.84","25.49","65.69","8.82","0","0","18.2","81.8","0","0.07","0.19","0.48","1.99","0.62","101.4","69.9","101.4"
"South Ossetia","","Eastern Europe","2019-06-09","2019","34","8","43.8","44","4","20","40","56","4","0","50","50","0","50","NA","NA","NA","NA","NA","73.5","73.5","73.5"
"Timor-Leste","TLS","Asia","2007-06-30","2007","65","32.3","48.1","48.5","0","6.3","25","65.6","9.4","0","10","30","70","0","0","0.15","0.47","1.98","0.66","100","49.2","100"
"Timor-Leste","TLS","Asia","2012-07-07","2012","65","38.5","49","48","0","0","15.4","78.5","6.2","0","0","20","76","4","0","0","0.29","2.37","0.43","100","100","100"
"Timor-Leste","TLS","Asia","2017-07-22","2017","65","38.5","49.7","50","0","4.6","18.5","64.6","16.9","0","8","24","64","12","0","0.11","0.35","1.95","1.2","100","100","100"
"Timor-Leste","TLS","Asia","2018-05-12","2018","65","38.5","50","49","0","4.6","18.5","67.7","13.8","0","12","28","60","12","0","0.11","0.35","2.05","0.98","100","100","100"
"Trinidad and Tobago","TTO","South and Central America","2010-05-24","2010","41","31.7","59.7","61","0","0","0","46.7","53.3","0","0","0","100","0","0","0","0","1.41","3.77","100","36.6","100"
"Trinidad and Tobago","TTO","South and Central America","2015-09-07","2015","41","29.3","53.8","57.5","7.1","14.3","21.4","50","28.6","0","33.33","33.3","33.3","33.3","0.24","0.35","0.41","1.51","2.02","100","34.1","100"
"Trinidad and Tobago","TTO","South and Central America","2020-08-10","2020","41","28.6","52.9","56.5","7.1","14.3","21.4","35.7","42.9","12.5","25","37.5","12.5","50","0.24","0.35","0.41","1.08","3.03","102.4","34.1","102.4"
"Papua New Guinea","PNG","Pacific","2022-07-22","2022","118","1.7","58","56.5","0","0","0","66.7","33.3","0","0","0","0","0","0","0","0","2.02","2.36","100","25.4","100"
"Mauritius","MUS","Sub-Saharan Africa","2014-12-10","2014","70","11.3","56.9","56","0","0","5.3","57.9","36.8","0","0","0","100","0","0","0","0.1","1.75","2.6","101.4","26.8","101.4"
"Mauritius","MUS","Sub-Saharan Africa","2010-05-05","2010","70","18.6","55.8","56.5","0","0","4.5","63.6","31.8","0","0","0","75","25","0","0","0.09","1.92","2.25","98.6","31.4","98.6"
"Mauritius","MUS","Sub-Saharan Africa","2005-07-05","2005","70","17.8","51.8","52","0","0","11.5","76.9","11.5","0","0","25","75","0","0","0","0.22","2.32","0.81","102.9","37.1","102.9"
"Mauritius","MUS","Sub-Saharan Africa","2000-09-12","2000","70","8.6","48.24","47","0","0","17.6","76.5","5.9","0","0","100","0","0","0","0","0.33","2.31","0.42","98.6","24.3","65.7"
"Saint Martin","MAF","South and Central America","2018-02-26","2018","15","20","46.7","50","6.7","20","26.7","60","13.3","0","0","0","66.7","33.3","NA","NA","NA","NA","NA","100","100","100"
"Saint Martin","MAF","South and Central America","2016-09-26","2016","15","13.3","47.8","48.5","0","20","20","70","10","0","0","0","100","0","NA","NA","NA","NA","NA","100","66.7","100"
"Saint Martin","MAF","South and Central America","2014-08-29","2014","15","26.7","49.9","46","0","0","18.2","54.5","27.3","0","0","25","75","0","NA","NA","NA","NA","NA","100","73.3","100"
"Bahamas","BHS","South and Central America","2017-05-10","2017","41","12.8","53.1","53","5.6","5.6","5.6","66.7","27.8","0","0","0","100","0","0.19","0.13","0.11","2.01","1.96","95.1","43.9","95.1"
"Colombia","COL","South and Central America","2022-03-13","2022","187","28.3","44.2","43","6.3","21.8","40.8","49.3","9.9","8.1","21.6","37.8","51.4","10.8","0.22","0.53","0.78","1.51","0.7","101.1","75.9","101.1"
"Ecuador","ECU","South and Central America","2021-02-07","2021","137","43.8","45.7","44","9.1","21.8","34.5","52.7","12.7","13.6","31.8","45.5","45.5","9.1","0.31","0.53","0.66","1.6","0.9","100","40.1","100"
"Ecuador","ECU","South and Central America","2017-04-02","2017","137","38.7","48.2","47","4.2","16.9","28.2","52.1","19.7","6.3","25","40.6","50","9.4","0.14","0.41","0.54","1.58","1.4","100","51.8","100"
"Madagascar","MDG","Sub-Saharan Africa","2013-12-20","2013","151","19","45.4","45","3.5","14.9","31.6","61.4","7","11.1","22.2","27.8","61.1","11.1","0.12","0.36","0.6","1.87","0.5","97.4","75.5","97.4"
"China","CHN","Asia","2018-03-17","2018","2980","24.6","52.8","54","1.6","4.2","8.1","77.3","14.6","2.2","3.9","11.1","77.6","11.3","0.06","0.12","0.18","2.89","1.27","98.6","95","98.6"
"United States of America","USA","North America","2022-11-08","2022","435","27.8","56.8","57","0.2","3","10.6","49.4","40","0","5","12.4","51.2","36.4","0.01","0.08","0.21","1.58","2.99","100","100","100"
"United States of America","USA","North America","2019-01-03","2019","435","24.1","58","59","0","3.2","9.1","46.1","44.8","0.9","5.7","10.4","44.3","45.3","0.01","0.14","0.31","1.23","2.23","101","100","100"
"Saint Barthelemy","BLM","South and Central America","2017-03-19","2017","19","42.1","46.9","46","0","0","36.8","47.4","15.8","0","0","25","62.5","12.5","NA","NA","NA","NA","NA","100","100","100"
"Saint Barthelemy","BLM","South and Central America","2022-03-20","2022","19","47.4","43.5","42","6.7","13.3","26.7","73.3","0","14.3","14.3","28.6","71.4","0","NA","NA","NA","NA","NA","100","78.9","100"
"Nagorno-Karabakh","","Asia","2015-05-03","2015","33","15.2","52.6","52","0","9.1","15.2","54.5","30.3","0","0","0","20","80","NA","NA","NA","NA","NA","100","100","100"
"Finland","FIN","Western Europe","2023-04-02","2023","200","46","47.3","47","3.5","11.5","30","57","13","3.3","10.9","31.5","60.9","7.6","0.12","0.28","0.57","1.72","0.92","100","100","100"
"Estonia","EST","Eastern Europe","2023-03-05","2023","101","29.7","50.8","51","3","11.9","19.8","57.4","22.8","3.3","16.7","26.7","50","23.3","0.1","0.29","0.38","1.74","1.61","100","100","100"
"Bosnia and Herzegovina","BIH","Eastern Europe","2022-10-02","2022","42","23.8","51.4","53","0","4.9","22","56.1","22","0","22.2","55.6","33.3","11.1","0","0.12","0.42","1.7","1.55","100","97.6","100"
"Latvia","LVA","Eastern Europe","2022-10-01","2022","100","30","47.7","48","7","17","34","49","17","6.7","20","30","50","20","0.24","0.41","0.64","1.48","1.2","100","100","100"
"China","CHN","Asia","2022-10-15","2022","2980","26.4","55.6","57","0.7","1.9","4.5","74.9","20.6","5.7","15.1","26.4","35.8","7.5","0.03","0.05","0.1","2.8","1.8","99.9","59.3","99.9"
"Cuba","CUB","South and Central America","2023-03-26","2023","470","55.3","46.7","46","7","17.4","34.7","56.4","8.9","6.5","19.2","40.4","55.4","4.2","0.24","0.42","0.66","1.71","0.63","100","100","100"
"Brazil","BRA","South and Central America","2022-10-02","2022","513","17.3","50.1","49","4.7","12.5","26.1","51.7","22.2","10.1","21.3","38.2","47.2","14.6","0.16","0.31","0.51","1.63","1.64","100","100","100"
"Bulgaria","BGR","Eastern Europe","2023-04-02","2023","240","24.2","46.3","46","2.5","16.3","29.2","61.7","9.2","1.7","19","25.9","69","5.2","0.09","0.39","0.55","1.86","0.65","100","100","100"
"Bulgaria","BGR","Eastern Europe","2022-10-02","2022","240","24.2","46","45","4.2","15","29.6","60.4","10","5.2","17.2","31","60.3","8.6","0.14","0.36","0.56","1.83","0.71","100","100","100"
"Bulgaria","BGR","Eastern Europe","2021-07-11","2021","240","24.6","47.1","46","1.7","11.3","25","65.4","9.6","3.4","18.6","23.7","67.8","8.5","0.06","0.27","0.47","1.98","0.68","100","100","100"
"Bulgaria","BGR","Eastern Europe","2021-04-04","2021","240","22.4","49.2","48","0.8","5.5","15.4","67.7","11.4","0","3.2","7.9","84.2","7.9","0.03","0.13","0.29","2.05","0.81","105.8","105.8","105.8"
"Brazil","BRA","South and Central America","2002-10-06","2002","513","8.3","50.1","50","2.2","6.4","15.5","71.2","13.3","0","1.9","15.4","76.9","7.7","0.08","0.16","0.31","2.26","0.98","122","121.8","122"
"Brazil","BRA","South and Central America","1998-10-04","1998","513","6.1","58.8","48.5","1.9","7.5","18.8","70.2","10.9","0","5.1","23.1","66.7","10.3","0.07","0.19","0.37","2.23","0.81","125.1","125.1","125.1"
"Brazil","BRA","South and Central America","1994-10-03","1994","513","6.6","48.1","48","2.8","8.4","23.5","65.1","11.4","2.4","14.2","31","64.3","4.8","0.10","0.21","0.46","2.06","0.84","123.8","123.6","123.8"
"Brazil","BRA","South and Central America","1990-10-03","1990","503","4.7","47.4","48","1.9","11.6","25.6","65.5","8.9","3.4","17.2","41.4","55.2","3.4","0.07","0.29","0.51","2.07","0.66","123.3","123.3","123.3"
"Brazil","BRA","South and Central America","1986-11-15","1986","487","5.1","46.9","47","3.8","10.6","24","67.5","8.5","13.3","16.7","30","66.7","3.3","0.17","0.27","0.47","2.13","0.63","120.9","120.5","120.9"
"Brazil","BRA","South and Central America","1982-11-15","1982","479","1.4","48.2","47","3","7.5","22.5","66.5","11.1","0","12.5","37.5","62.5","0","0.10","0.19","0.44","2.10","0.81","119.2","119","119.2"
"Brazil","BRA","South and Central America","1978-11-15","1978","420","0.8","47.2","47","2.9","11.1","26.6","63.3","10.1","0","25","25","75","0","0.10","0.28","0.52","1.99","0.74","115.5","115.5","115.5"
"Brazil","BRA","South and Central America","1974-11-15","1974","364","0.3","46.4","46","5","15.6","29.2","61.7","9.1","0","0","0","100","0","0.18","0.39","0.57","1.94","0.66","109.1","109.1","109.1"
"Brazil","BRA","South and Central America","1970-11-15","1970","310","0.3","47.1","46","4.1","9.8","24.6","68.3","7.1","0","0","0","0","100","0.14","0.24","0.48","2.14","0.52","109","109","109"
"Brazil","BRA","South and Central America","1966-11-15","1966","409","1.2","47.2","47","2.9","10.9","26.1","64.9","9","0","50","83.3","16.7","0","0.10","0.27","0.51","2.02","0.66","119.1","119.1","119.1"
"Brazil","BRA","South and Central America","1962-10-07","1962","409","0.5","46","46","3.3","13.4","29.7","62.5","7.9","0","33.3","33.3","66.7","0","0.12","0.33","0.58","1.94","0.57","141.3","140.1","141.3"
"Brazil","BRA","South and Central America","1958-10-03","1958","326","0.9","46.4","45","3.6","10.4","26.9","66.2","7.1","0","33.3","33.3","66.7","0","0.12","0.26","0.52","2.05","0.51","139.9","138","139.9"
"Brazil","BRA","South and Central America","1950-10-03","1950","304","0.3","45.7","45","2.8","14.1","32.7","60.2","7.1","100","100","100","0","0","0.1","0.35","0.63","1.85","0.51","131.1","130.6","131.1"
"Brazil","BRA","South and Central America","1954-10-03","1954","321","0.7","46.1","45","2.3","12","29.5","63.5","7","33.3","33.3","66.7","33.3","0","0.08","0.3","0.57","1.96","0.51","138.3","137.4","138.3"
"Fiji","FJI","Pacific","2022-12-14","2022","55","9.3","55.9","58","5.6","5.6","5.6","66.7","27.8","0","0","0","100","0","0.19","0.13","0.11","2.01","1.96","98.2","32.7","98.2"
"Albania","ALB","Eastern Europe","2005-03-05","2005","140","9.2","43.6","43","4.2","14.6","39.6","56.3","4.2","0","33.3","33.3","66.7","0","0.14","0.35","0.75","1.7","0.29","70","34","70"
"United States of America","USA","North America","2023-11-21","2023","432","28.5","57.7","58","0.2","2.5","8.3","48.6","43.1","0","4.1","10.6","48.8","40.7","0.01","0.06","0.17","1.55","3.21","100","100","100"
"Croatia","HRV","Eastern Europe","2007-11-25","2007","153","7.7","48.9","49","3.3","7.3","15.2","73.5","11.3","8.3","16.7","29.2","66.7","4.2","0.11","0.18","0.29","2.22","0.8","100","99","100"
"Belarus","BLR","Eastern Europe","2009-09-08","2009","110","38.9","48","50","12.8","25.6","28.2","59","12.8","15.4","23.1","30.8","61.5","7.7","0.44","0.62","0.54","1.78","0.91","100","35","100"
"Hungary","HUN","Eastern Europe","1998-05-10","1998","199","4","43.8","43","3.9","19.1","38.8","56.6","4.6","0","20","60","40","0","0.13","0.46","0.74","1.71","0.33","100","88","100"
"Hungary","HUN","Eastern Europe","2002-04-07","2002","199","5.7","47","47","3.6","8.3","23.7","71","5.3","0","0","14.3","85.7","0","0.12","0.2","0.45","2.15","0.38","93.5","91","100"
"Hong Kong","HKG","Asia","1998-05-24","1998","60","16.7","50.7","51","0","3.3","6.7","85","8.3","0","0","0","100","0","0","0.08","0.13","2.57","0.59","100","100","100"
"Hong Kong","HKG","Asia","2000-09-10","2000","60","16.7","51.4","51","0","1.7","6.7","80","13.3","0","0","0","100","0","0","0.04","0.13","2.52","0.94","100","100","100"
"Hong Kong","HKG","Asia","2004-09-12","2004","60","16.7","53.9","54.5","0","0","1.7","86.7","11.7","0","0","0","100","0","0","0","0.03","2.62","0.82","100","100","100"
"Hong Kong","HKG","Asia","2008-09-07","2008","60","23.3","54.9","56","0","3.3","5","75","20","0","7.1","14.3","64.3","21.4","0","0.08","0.09","2.27","1.41","100","100","100"
"New Zealand","NZL","Pacific","1996-10-12","1996","120","29.2","47.1","47","2.5","5","18.5","77.3","4.2","8.8","8.8","23.5","76.5","0","0.09","0.12","0.35","2.34","0.3","100","99","100"
"New Zealand","NZL","Pacific","2002-07-27","2002","120","28.3","49.5","50","2.7","8.1","12.6","78.4","9","0","9.1","12.1","84.8","3","0.09","0.2","0.24","2.37","0.64","100","93","100"
"Netherlands","NLD","Western Europe","2002-05-15","2002","150","38.5","47.4","47","5.2","10.5","26.7","66.3","7","8.2","16.3","24.5","73.5","2","0.18","0.25","0.51","2.01","0.49","116","100","100"
"Netherlands","NLD","Western Europe","2006-11-22","2006","150","38.7","43.7","43","9.3","22","38.7","57.3","4","12.1","29.3","50","48.3","1.7","0.32","0.53","0.73","1.74","0.28","100","100","100"
"Netherlands","NLD","Western Europe","2010-06-09","2010","150","38.3","44.1","43","6.3","18.3","33.7","64","2.3","3","22.4","38.8","61.2","0","0.21","0.44","0.64","1.94","0.16","114","100","100"
"Philippines","PHL","Asia","2004-04-10","2004","316","13","51.7","53","2.1","14.9","22.3","51.1","26.6","0","19.2","26.9","53.8","19.2","0.07","0.37","0.43","1.59","1.93","92","79","100"
"Philippines","PHL","Asia","2010-05-10","2010","286","21.7","51.8","48","1.6","12","20.8","49.7","29.5","2.6","18.4","31.6","50","18.4","0.06","0.30","0.40","1.55","2.14","101","63","100"
"Lithuania","LTU","Eastern Europe","1996-10-20","1996","141","15.6","49","48","2.9","9.4","28.8","55.4","15.8","4.5","9.1","31.8","68.2","0","0.10","0.23","0.55","1.67","1.12","92.1","100","100"
"Mexico","MEX","North America","2000-07-02","2000","500","16","43.9","44","8.9","22","37.6","56.9","5.5","10.5","25","38.2","56.6","5.3","0.31","0.55","0.73","1.77","0.40","109","100","100"
"Mexico","MEX","North America","2003-07-06","2003","500","22.9","44.6","45","8.3","19.3","33.5","62.1","4.4","14.7","28.4","46.1","51","2.9","0.29","0.48","0.65","1.93","0.32","99","96","100"
"Mexico","MEX","North America","2006-07-06","2006","500","20.2","45","44","4.8","18.2","32.8","59.6","5.6","11.9","29.7","44.6","50.5","5","0.17","0.45","0.68","1.86","0.41","100","100","100"
"Mexico","MEX","North America","2009-07-05","2009","500","27.6","45.9","46","6.7","15.7","29","63.9","7.1","11","19.9","31.6","64","4.4","0.23","0.39","0.56","1.99","0.51","100","99","100"
"Taiwan","TWN","Asia","1995-12-02","1995","164","13.4","46.4","46","2.3","6.9","26.4","67.8","5.7","5.9","11.8","23.5","70.6","5.9","0.08","0.17","0.5","2.06","0.41","64","83","100"
"Taiwan","TWN","Asia","2001-12-01","2001","225","21.8","48.1","47","4","10.3","20.6","69.1","10.3","11.1","22.2","36.1","55.6","8.3","0.14","0.25","0.39","2.10","0.73","102","76","100"
"Taiwan","TWN","Asia","2004-12-11","2004","225","18.1","49.3","49","1","9.2","16.8","72.4","10.7","0","12.5","22.5","72.5","5","0.03","0.22","0.32","2.20","0.76","105","83","100"
"Taiwan","TWN","Asia","2008-01-12","2008","113","30.1","51.2","52","1.8","5.3","14","71.9","14","3.3","10","23.3","70","6.7","0.06","0.13","0.27","2.18","0.99","112","90","100"
"Turkey","TUR","Eastern Europe","2018-06-24","2018","600","14.3","50.6","51","1.34","5.36","14.2","70.3","15.4","2.3","5.8","19.7","76.7","3.4","0.04","0.13","0.27","2.16","1.1","100","99.5","100"
"Ukraine","UKR","Eastern Europe","1998-03-29","1998","450","19.5","46.7","46","3.6","13.4","25.2","67.2","7.6","2.9","14.7","29.4","61.8","8.8","0.12","0.33","0.48","2.05","0.54","105.7","100","100"
"Serbia","SRB","Eastern Europe","2012-05-06","2012","250","50.6","46.9","47","7.2","17.6","31.2","56.8","12","12.5","27.3","38.6","53.4","8","0.25","0.43","0.59","1.72","0.85","100","100","100"
"Slovenia","SVN","Eastern Europe","1996-11-10","1996","90","12.2","44.3","42.5","6.7","20","41.1","53.3","5.6","0","9.1","18.2","81.8","0","0.23","0.49","0.78","1.61","0.39","100","100","100"
"Slovenia","SVN","Eastern Europe","2004-10-03","2004","90","13.3","48.1","48","2.2","11.1","16.7","71.1","12.2","16.7","33.3","33.3","58.3","8.3","0.08","0.27","0.32","2.15","0.86","101","100","100"
"Slovenia","SVN","Eastern Europe","2008-09-21","2008","90","13.3","50.4","52","3.3","7.8","16.7","71.1","12.2","8.3","33.3","41.7","50","8.3","0.11","0.19","0.32","2.15","0.86","100","100","100"
"Slovenia","SVN","Eastern Europe","2011-12-04","2011","90","28.9","49.2","50","2.2","10.1","18","71.9","10.1","3.8","23.1","42.3","50","7.7","0.08","0.25","0.34","2.17","0.71","99","100","100"
"South Africa","ZAF","Sub-Saharan Africa","2009-04-22","2009","400","52.9","51","52","5.9","9.5","18.6","63.2","18.2","5.6","11.2","24.7","61.8","14.6","0.2","0.23","0.36","1.94","1.30","100","59","100"
"South Korea","KOR","Asia","2000-04-13","2000","300","4.4","52","52","2.5","9.9","22.3","52.1","25.6","25","25","25","62.5","12.5","0.08","0.24","0.43","1.59","1.83","90","45","100"
"Thailand","THA","Asia","2001-01-06","2001","500","4.3","48.8","48","6","13","26","54","20","22.2","22.2","33.3","55.6","11.1","0.21","0.32","0.5","1.65","1.43","72","36","100"
"Thailand","THA","Asia","2011-07-03","2011","500","10.2","48.9","49","6.2","10","20","66.9","13.1","16.7","16.7","38.9","50","11.1","0.21","0.24","0.38","2.05","0.93","72","36","100"
